reviewText,overall,summary,asin,reviewerID,sentiment_label,review_word_count,review_char_count,full_text,vader_prediction,vader_compound,textblob_prediction,textblob_polarity
DOES THE JOB,5.0,Five Stars,B0006O1ICE,A2IUTQGMCLC3LT,Positive,3,12,Five Stars DOES THE JOB,Neutral,0.0,Neutral,0.0
Hatchbox is the only way to go!,5.0,Five Stars,B00J0H6NNM,AIQHCNORCSM45,Positive,7,31,Five Stars Hatchbox is the only way to go!,Neutral,0.0,Neutral,0.0
"While this will not replace our current household vacuum,&nbsp; Dyson Ball Compact Animal Canister Vacuum Cleaner &nbsp;- it is up to the task. We prefer the versatility of our canister vacuum over this upright...mainly due to mobility, size and weight. This is also louder than most vacuums we have owned...but also not the loudest - middle of the road. Favorite thing is the EXTRA long bright orange cord - can vacuum almost the entire carpeted area of our home without moving the plug (everything but the laundry room). The width was surprising, fits under most of our furniture - reducing the time spent on this, often dreaded, task. The last commercial/industrial upright vacuum we owned, an ORECK, had a magnetic bar which was amazing for my sewing/craft room.",4.0,Gets the Job Done,B00CO9VLLW,A71W7G4TCTH3T,Positive,128,766,"Gets the Job Done While this will not replace our current household vacuum,&nbsp; Dyson Ball Compact Animal Canister Vacuum Cleaner &nbsp;- it is up to the task. We prefer the versatility of our canister vacuum over this upright...mainly due to mobility, size and weight. This is also louder than most vacuums we have owned...but also not the loudest - middle of the road. Favorite thing is the EXTRA long bright orange cord - can vacuum almost the entire carpeted area of our home without moving the plug (everything but the laundry room). The width was surprising, fits under most of our furniture - reducing the time spent on this, often dreaded, task. The last commercial/industrial upright vacuum we owned, an ORECK, had a magnetic bar which was amazing for my sewing/craft room.",Positive,0.7269,Positive,0.17731481481481481
Used a drop at a time this should last you about five years!,5.0,Five Stars,B00111V9NO,A20HKXJ6HOUJ91,Positive,13,60,Five Stars Used a drop at a time this should last you about five years!,Negative,-0.3382,Neutral,0.0
We bought this for our fun ghost hunting and just to see what the meter would read around the multiple computers and wireless devices in our home. Really fun and seems accurate for the price. Would recommend to others.,5.0,Works as stated!,B0015ENO6W,A161VXZIMWWYT4,Positive,39,218,Works as stated! We bought this for our fun ghost hunting and just to see what the meter would read around the multiple computers and wireless devices in our home. Really fun and seems accurate for the price. Would recommend to others.,Positive,0.8118,Positive,0.25
Superior to every other door bumper I have purchased. The difference in noise is significant. I put two on each door and four on each drawer (all of the corners that touch the frame). My kitchen and bathrooms are much quieter now.,5.0,Excellent noise dampening,B0075E9T2Y,A6RCJJ1HCN84R,Positive,42,230,Excellent noise dampening Superior to every other door bumper I have purchased. The difference in noise is significant. I put two on each door and four on each drawer (all of the corners that touch the frame). My kitchen and bathrooms are much quieter now.,Positive,0.8402,Positive,0.43
I use this for headphones from the TV. Works great if you understand how to use it. Recommended to (2) friends and helped them put it in and they love it.,5.0,Worth getting.,B005K2TXMO,A2GFLLEVEX6YTB,Positive,31,154,Worth getting. I use this for headphones from the TV. Works great if you understand how to use it. Recommended to (2) friends and helped them put it in and they love it.,Positive,0.9337,Positive,0.5333333333333333
Unique and excellent tape for reinforcing bike cable connections on handcycle.,5.0,Excellent tape,B001HETINI,A1BBMO9DJRNJPE,Positive,11,78,Excellent tape Unique and excellent tape for reinforcing bike cable connections on handcycle.,Positive,0.8126,Positive,0.7916666666666666
"I needed to drill out a hole in an aluminum fuel tank to 1.25"" size. With this bit I was done in 20 seconds.",5.0,I needed to drill out a hole in an aluminum ...,B000FZ2UOY,A1G7U91WV4M78H,Positive,24,108,"I needed to drill out a hole in an aluminum ... I needed to drill out a hole in an aluminum fuel tank to 1.25"" size. With this bit I was done in 20 seconds.",Neutral,0.0,Neutral,0.0
"I know...they're squirt bottles. But hey, if you're here looking at them you were like me and probably needed some sprayers. In the past, I've used Rubbermaid, ZEP and a few other brands of sprayers. I won't say they were terrible, but I'm here purchasing more for one reason or another. First, these hold 32 ounces of fluid which may be more than you actually need or want. When fully, they are a little heavy. What I really like about them is they are clear, so I can see if whatever solution I have in them is, well, no longer in solution! A visual inspection is nice and it's easy to do with these unlike opaque or colored bottles. Second, the sprayer head itself has a very long trigger on it which makes it possible to wrap all your fingers on the trigger. This may not sound like much, but when you have a lot of spraying to do, it really lessens fatigue. Lastly, the pump is very stout and moves a high volume of fluid. The fine mist is saturating and the stream is more like a super soaker than a spray bottle! My two year old LOVES this setting. All in all, they are great to have on hand and they seem like they will last. I hope you found my review helpful and if so, please click the yes button below. Thanks!",5.0,Very durable with high volume output nozzles,B01G6EMOKW,A119RHPP5AS0FM,Positive,235,1222,"Very durable with high volume output nozzles I know...they're squirt bottles. But hey, if you're here looking at them you were like me and probably needed some sprayers. In the past, I've used Rubbermaid, ZEP and a few other brands of sprayers. I won't say they were terrible, but I'm here purchasing more for one reason or another. First, these hold 32 ounces of fluid which may be more than you actually need or want. When fully, they are a little heavy. What I really like about them is they are clear, so I can see if whatever solution I have in them is, well, no longer in solution! A visual inspection is nice and it's easy to do with these unlike opaque or colored bottles. Second, the sprayer head itself has a very long trigger on it which makes it possible to wrap all your fingers on the trigger. This may not sound like much, but when you have a lot of spraying to do, it really lessens fatigue. Lastly, the pump is very stout and moves a high volume of fluid. The fine mist is saturating and the stream is more like a super soaker than a spray bottle! My two year old LOVES this setting. All in all, they are great to have on hand and they seem like they will last. I hope you found my review helpful and if so, please click the yes button below. Thanks!",Positive,0.997,Positive,0.11383333333333334
Only shows celsius.,4.0,Four Stars,B00551ND12,A3T84YB60ZXHVE,Positive,3,19,Four Stars Only shows celsius.,Neutral,0.0,Neutral,0.0
"The HHIP 8401-0448 20"" LED Waterproof Bolt on Work Light is an awesome work light. I'm wondering if some work needs to be done on the product name...HHIP 8401-0448. Hmm...sure the whole thing isn't bad ""HHIP 8401-0448 20"" LED Waterproof Bolt on Work Light"". But anyway, on to the actual physical light. When I chose this to test, I thought it was just a regular clamp on style work light. Well when I got this I was impressed by the initial weight, which was quite hefty. Then I opened the box and was impressed by how industrial this work light appeared. The gooseneck is like a full finger width, which is quite substantial. The actual product gooseneck is more subtle than what you see in the product shots though but still a very robust gooseneck. Now because I love this work light, I'm not going to be dipping it in water to test the accuracy of the waterproof quality, I'll leave that up to happenstance. The lumens count at 330 is very adequate for what I am testing it with. It lights a room quite well with the ambient reflection but concentrates the beam nicely too. The on/off switch is located at the head or led array end.",5.0,Awesome work light,B01ADBM4C2,A3EXW4HNYX7HF5,Positive,208,1136,"Awesome work light The HHIP 8401-0448 20"" LED Waterproof Bolt on Work Light is an awesome work light. I'm wondering if some work needs to be done on the product name...HHIP 8401-0448. Hmm...sure the whole thing isn't bad ""HHIP 8401-0448 20"" LED Waterproof Bolt on Work Light"". But anyway, on to the actual physical light. When I chose this to test, I thought it was just a regular clamp on style work light. Well when I got this I was impressed by the initial weight, which was quite hefty. Then I opened the box and was impressed by how industrial this work light appeared. The gooseneck is like a full finger width, which is quite substantial. The actual product gooseneck is more subtle than what you see in the product shots though but still a very robust gooseneck. Now because I love this work light, I'm not going to be dipping it in water to test the accuracy of the waterproof quality, I'll leave that up to happenstance. The lumens count at 330 is very adequate for what I am testing it with. It lights a room quite well with the ambient reflection but concentrates the beam nicely too. The on/off switch is located at the head or led array end.",Positive,0.9916,Positive,0.3442307692307693
"lasted about a year an a half till it went spam crazy, the knob was not responsive and went wack.",4.0,good for some time.,B010MZ8S6A,A1377ODHYUZIDN,Positive,20,97,"good for some time. lasted about a year an a half till it went spam crazy, the knob was not responsive and went wack.",Negative,-0.4784,Neutral,-0.022222222222222216
ok,5.0,Five Stars,B000BQ85NC,A1F5XVPFVDLI1U,Positive,1,2,Five Stars ok,Positive,0.296,Positive,0.5
Works well so far.,4.0,Four Stars,B00DRALJ28,AI9ISIZFP5L5I,Positive,4,18,Four Stars Works well so far.,Positive,0.2732,Neutral,0.1
Nice Tweezers.,5.0,Nice Tweezers.,B00DVIEJ14,AK6I2FBN8402X,Positive,2,14,Nice Tweezers. Nice Tweezers.,Positive,0.6808,Positive,0.6
I use it and it great,5.0,Five Stars,B00FF4UXM6,A8EOGVVXNIJS5,Positive,6,21,Five Stars I use it and it great,Positive,0.6249,Positive,0.8
I was skeptical that these could be as good as the others were saying when I ordered mine. They arrived today. I am skeptical NO LONGER. I WILL order more!,5.0,I was skeptical that these could be as good as the others were saying when I ordered mine,B01AH17FE0,A2EAX554QBNBF0,Positive,30,155,I was skeptical that these could be as good as the others were saying when I ordered mine I was skeptical that these could be as good as the others were saying when I ordered mine. They arrived today. I am skeptical NO LONGER. I WILL order more!,Negative,-0.5147,Neutral,0.08749999999999998
Im going to use this to store my wool futon mattress in when Im gone travel'in.,5.0,Its a monster trash can!!!,B0001MSC84,A2GWNZLVEWMZDU,Positive,16,79,Its a monster trash can!!! Im going to use this to store my wool futon mattress in when Im gone travel'in.,Neutral,0.0,Neutral,0.0
"I think many who are buying this are looking for a Prusa Orange. Well it is close, but Prusa orange is a bit more intense / day glow and this is a bit more whiter. But if you want a good PETG that is close to Prusa Orange it will work, Prints good. Typical results of a good PETG.",5.0,Not quite Prusa Orange.,B014VM9ALM,AN9N7GADZ7NBU,Positive,59,280,"Not quite Prusa Orange. I think many who are buying this are looking for a Prusa Orange. Well it is close, but Prusa orange is a bit more intense / day glow and this is a bit more whiter. But if you want a good PETG that is close to Prusa Orange it will work, Prints good. Typical results of a good PETG.",Positive,0.9376,Positive,0.4541666666666666
"Excellent transaction, quick, complete and exactly as described.",5.0,Good way to stay well centered.... LOL,B000KKVWF2,A2GNL3PTKEY6CD,Positive,8,64,"Good way to stay well centered.... LOL Excellent transaction, quick, complete and exactly as described.",Positive,0.9049,Positive,0.5305555555555556
I ordered this to give to my niece with her 3D pen as a gift. The plastic worked well with the pen (which eventually broke).,5.0,Worked well with the 3D pen..,B00MEZDLXM,AS2J43GY4X3GY,Positive,25,124,Worked well with the 3D pen.. I ordered this to give to my niece with her 3D pen as a gift. The plastic worked well with the pen (which eventually broke).,Positive,0.5106,Neutral,0.0
Fantastic product and delivered right to my door. FANTASTIC!,5.0,Five Stars,B00B3OMHJY,A3DBR1O5GGNAE2,Positive,9,60,Five Stars Fantastic product and delivered right to my door. FANTASTIC!,Positive,0.8491,Positive,0.3952380952380952
"Looks good, reasonable size. the first one I had lasted about 3 years in the Phoenix sun. Just got another one to replace it. In a normal environment, it would probably hold up 10 years. Just not here!",5.0,looks good,B000YT5Y7G,A16RULIGE8YHTK,Positive,38,201,"looks good Looks good, reasonable size. the first one I had lasted about 3 years in the Phoenix sun. Just got another one to replace it. In a normal environment, it would probably hold up 10 years. Just not here!",Positive,0.7263,Positive,0.4074999999999999
"I'm pleasantly surprised with this new PVC glue. For many years I've used the older type (the kind that really stinks) but this stuff is virtually odorless. However, instead of telling you to still use the old fashioned cleaner before applying the glue, they say to apply the glue twice - once to sort of clean the pipe followed by a second application. This is just silliness. Use the regular old cleaner first and then the Gorilla glue and the rest is per the instructions on the can.",4.0,Not smelly,B00HSO1APU,A2E6AHFDJ3JBAZ,Positive,88,486,"Not smelly I'm pleasantly surprised with this new PVC glue. For many years I've used the older type (the kind that really stinks) but this stuff is virtually odorless. However, instead of telling you to still use the old fashioned cleaner before applying the glue, they say to apply the glue twice - once to sort of clean the pipe followed by a second application. This is just silliness. Use the regular old cleaner first and then the Gorilla glue and the rest is per the instructions on the can.",Positive,0.6233,Positive,0.1433080808080808
works great,4.0,Four Stars,B000BN33FU,A1RBDT7KVH8II8,Positive,2,11,Four Stars works great,Positive,0.6249,Positive,0.8
Solid Dewalt product. The unit is incredibly strong and rigid making it impossible to believe it would not apply pressure evenly. It is top quality as I expect and the Dewalt genuine name is unquestionable. Love these Dewalt products. I buy them whenever I get the chance.,5.0,Top quality and great price...,B00004RH8I,A1M9126YPQPS3L,Positive,47,272,Top quality and great price... Solid Dewalt product. The unit is incredibly strong and rigid making it impossible to believe it would not apply pressure evenly. It is top quality as I expect and the Dewalt genuine name is unquestionable. Love these Dewalt products. I buy them whenever I get the chance.,Positive,0.9532,Positive,0.30833333333333335
"Awesome assortment. Bought one kit and I have built with it nearly a dozen projects. Tables, chairs, cabinets, a bed, and more. Great flexibility with the different threads and lengths for use with many types of materials.",5.0,Awesome assortment. Bought one kit and I have built ...,B001DC9USC,A1ML7W2IMHR5VP,Positive,37,222,"Awesome assortment. Bought one kit and I have built ... Awesome assortment. Bought one kit and I have built with it nearly a dozen projects. Tables, chairs, cabinets, a bed, and more. Great flexibility with the different threads and lengths for use with many types of materials.",Positive,0.9457,Positive,0.5571428571428572
It didn't quite make 7kv but it did make about 5kv so not to bad.,4.0,... but it did make about 5kv so not to bad.,B00XDTB03G,A2YZPJANWHI2HB,Positive,15,65,... but it did make about 5kv so not to bad. It didn't quite make 7kv but it did make about 5kv so not to bad.,Positive,0.8534,Negative,-0.6999999999999998
"Professional quality, well made, light, and easy to put in your first aid bag or trauma bag. It is well designed and comes with a one way valve to protect you from who knows what might come back at you. Best price I could find in a thorough search of the Internet. I liked it so much I bought two.",5.0,Quality Recusitator for CPR,B000WHPVC8,AELDM3W03HSY,Positive,60,297,"Quality Recusitator for CPR Professional quality, well made, light, and easy to put in your first aid bag or trauma bag. It is well designed and comes with a one way valve to protect you from who knows what might come back at you. Best price I could find in a thorough search of the Internet. I liked it so much I bought two.",Positive,0.9169,Positive,0.37291666666666673
"Finally a spill proof, old school, metal gas can. Easy to fill, and pour no mess and no hassle.",5.0,great gas can,B000BQO15I,A9YJXELBNNHM,Positive,19,95,"great gas can Finally a spill proof, old school, metal gas can. Easy to fill, and pour no mess and no hassle.",Positive,0.7851,Positive,0.2841666666666667
Super easy to use - push button and watch changes. Had no way to calibrate but picked a couple rooms in current home for comparison to prospective new home. Helpful.,5.0,Super easy to use - push button and watch changes,B00ECCZWWI,A1OCTJYUHQZXAC,Positive,30,165,Super easy to use - push button and watch changes Super easy to use - push button and watch changes. Had no way to calibrate but picked a couple rooms in current home for comparison to prospective new home. Helpful.,Positive,0.872,Positive,0.27828282828282824
above average quality. Still a bit pricey but it's a plug and play solution!,5.0,good stuff,B00H7VEU06,AE4BHE5QWUA9N,Positive,14,76,good stuff above average quality. Still a bit pricey but it's a plug and play solution!,Positive,0.807,Positive,0.1708333333333333
Very pleased,5.0,Five Stars,B00FOUYGUQ,A1Z9GDCT642QUY,Positive,2,12,Five Stars Very pleased,Positive,0.4927,Positive,0.65
Great Product.,5.0,Great Product.,B010BWOOXA,AED7QYJP68WRZ,Positive,2,14,Great Product. Great Product.,Positive,0.8481,Positive,0.8
Seems to work well and easy to install.,4.0,Four Stars,B007Y7IFA4,A38S9JMD55F5LM,Positive,8,39,Four Stars Seems to work well and easy to install.,Positive,0.6124,Positive,0.43333333333333335
"Didn't realize I ordered these, but I definitely recommend getting the circuit-spacer-pcb-connector-things to go with these. That way, you can remove these chips by tugging them off instead of resoldering. I had one of these overheat and fail on a 5v circuit that involved powering a guitar and outputting to headphones. I wish I had heat wells for these too(because they need them).",5.0,Overheat,B00I6ID8XE,A1TIXHJ7SKQH5,Positive,63,383,"Overheat Didn't realize I ordered these, but I definitely recommend getting the circuit-spacer-pcb-connector-things to go with these. That way, you can remove these chips by tugging them off instead of resoldering. I had one of these overheat and fail on a 5v circuit that involved powering a guitar and outputting to headphones. I wish I had heat wells for these too(because they need them).",Positive,0.7964,Negative,-0.25
"Actually I haven't used them yet, so I really cannot comment on longevity, however they are precisely traced, doesn't appear as though any pads will lift, I would buy them again.",4.0,Paper? Nah..,B00COGPZFS,A2GOPRCPQFIET7,Positive,31,178,"Paper? Nah.. Actually I haven't used them yet, so I really cannot comment on longevity, however they are precisely traced, doesn't appear as though any pads will lift, I would buy them again.",Negative,-0.1027,Positive,0.20000000000000004
good screws for security. Mounted my car amp with these.,5.0,good security screws.,B00SBYYQ7K,A8BM0DPFBVGNJ,Positive,10,56,good security screws. good screws for security. Mounted my car amp with these.,Positive,0.765,Positive,0.7
"love paslode products and guns, saves so much time and work",5.0,finish nailer,B0007UQKY8,A3A0UW5TNMAJ6P,Positive,11,59,"finish nailer love paslode products and guns, saves so much time and work",Positive,0.6369,Positive,0.35
OK,4.0,Four Stars,B001766LZO,AFBE60A83SYZ5,Positive,1,2,Four Stars OK,Positive,0.4466,Positive,0.5
"Fast shipping, great product.",5.0,great product.,B00004WCCL,A1HORUIZN0IW1S,Positive,4,29,"great product. Fast shipping, great product.",Positive,0.8481,Positive,0.6
"Whether you plan to use this for cleaning, gardening or crafts, this cart provides you with plenty of room and mobility. The wheels and handle mechanism remind me of luggage. The wheels operate smoothly over both carpets and hard floors. I used it to transport items to our greenhouse. It did well on paved surfaces, dragged a little bit on grass but arrived at the location without toppling or requiring much effort. It comes with a handy caddy and plenty of removable dividers that allow individual organization. The fabric is coated with teflon and resists stains, oil and water. Even when loaded it is easy to maneuver and still relatively light. This cart is sturdy and versatile. I have a friend who does hair and makeup for weddings and special occasions. She uses this version to tote her makeup and hair products to different venues. It is solidly constructed and should last for years.",5.0,Versatile and Sturdy,B00M411692,A2OCDK0BOW6UCY,Positive,154,895,"Versatile and Sturdy Whether you plan to use this for cleaning, gardening or crafts, this cart provides you with plenty of room and mobility. The wheels and handle mechanism remind me of luggage. The wheels operate smoothly over both carpets and hard floors. I used it to transport items to our greenhouse. It did well on paved surfaces, dragged a little bit on grass but arrived at the location without toppling or requiring much effort. It comes with a handy caddy and plenty of removable dividers that allow individual organization. The fabric is coated with teflon and resists stains, oil and water. Even when loaded it is easy to maneuver and still relatively light. This cart is sturdy and versatile. I have a friend who does hair and makeup for weddings and special occasions. She uses this version to tote her makeup and hair products to different venues. It is solidly constructed and should last for years.",Positive,0.936,Positive,0.15927579365079367
work fine,5.0,Five Stars,B00B0Q5ZW6,A1HEY3JIXB39V1,Positive,2,9,Five Stars work fine,Positive,0.2023,Positive,0.4166666666666667
"Great connectors, leak free so far. Just wish they were brass.",5.0,Five Stars,B003O5B5LG,A1VDY9PP39WQPY,Positive,11,62,"Five Stars Great connectors, leak free so far. Just wish they were brass.",Positive,0.8387,Positive,0.4333333333333334
"Truly amazing lubricant product. I used it on an old vise, some tools and other metal parts. Seems to really work so far. The ""wet"" evaporates quickly. After reading some comments, I was dreading removal of spill or mis-application. However, cleanup is not too bad (use washes of first acetone / then 90% alcohol /acetone /alcohol).",5.0,Amazing product.,B00K6ZSOS4,AS46NRQV97DC1,Positive,56,332,"Amazing product. Truly amazing lubricant product. I used it on an old vise, some tools and other metal parts. Seems to really work so far. The ""wet"" evaporates quickly. After reading some comments, I was dreading removal of spill or mis-application. However, cleanup is not too bad (use washes of first acetone / then 90% alcohol /acetone /alcohol).",Positive,0.8735,Positive,0.12583333333333338
"One of the best Colloidal Silver gel products available anywhere. FDA approved, 55 PPM (parts per million), antimicrobial. Water soluble, anti staining, and if applied and allowed to air dry without covering, provides a clear / non-shiny protective small wound covering. Works excellent as an under bandage anti-bacterial. This product has replaced and provides better protection than the greasy neo-what-ever ointments we previously used. Package says: Lasts up to 3 days, kills bacteria, fungus, and yeast. I even used it to heal a very irritated gum in my mouth with gauze backing. Odorless / tasteless / non-stinging. Wish they sold this in larger tubes. I always buy extra to give to family & friends. We have this in our travel case. Even my MD was impressed & is OK with it. Do you own research; Colloidal Silver works.",5.0,Excellent product ... have purchased more for us and family.  Colloidal Silver works.,B004W6U58U,AB3WE680OFLZM,Positive,138,826,"Excellent product ... have purchased more for us and family.  Colloidal Silver works. One of the best Colloidal Silver gel products available anywhere. FDA approved, 55 PPM (parts per million), antimicrobial. Water soluble, anti staining, and if applied and allowed to air dry without covering, provides a clear / non-shiny protective small wound covering. Works excellent as an under bandage anti-bacterial. This product has replaced and provides better protection than the greasy neo-what-ever ointments we previously used. Package says: Lasts up to 3 days, kills bacteria, fungus, and yeast. I even used it to heal a very irritated gum in my mouth with gauze backing. Odorless / tasteless / non-stinging. Wish they sold this in larger tubes. I always buy extra to give to family & friends. We have this in our travel case. Even my MD was impressed & is OK with it. Do you own research; Colloidal Silver works.",Positive,0.971,Positive,0.3362745098039216
Fast shipping great price on hard to find/get materials,5.0,Five Stars,B004TUEAVM,A3LU5QN4V4NBAE,Positive,9,55,Five Stars Fast shipping great price on hard to find/get materials,Positive,0.5719,Positive,0.23611111111111108
Good quality switches for the price. Timely delivery. A good buy.,5.0,Five Stars,B00IIDY49E,A1D5URREX8Z5IP,Positive,11,65,Five Stars Good quality switches for the price. Timely delivery. A good buy.,Positive,0.7003,Positive,0.7
Great purchase. Very handy for integrating new circuits designs to existing designs.,4.0,Very handy for integrating new designs to existing circuits.,B0166GCD42,A3VZ6J6F7Q4MLE,Positive,12,84,Very handy for integrating new designs to existing circuits. Great purchase. Very handy for integrating new circuits designs to existing designs.,Positive,0.6249,Positive,0.5265454545454544
Good product,4.0,Good product,B001V9UQU8,A1HLOCSNXHASOT,Positive,2,12,Good product Good product,Positive,0.7003,Positive,0.7
"I am very happy with this gauge. It is super accurate and the reading is reliable. It shows 2 types of reading. One is a representationn of a bubble level. This shows absolute level. That is the level that derived from a perpendicular line to a line right down through the center of the earth. The other representation show a degree reading relative to the bubble level. This is all very useful stuff. For example, in setting up a drill press or a table saw blade. Unfortunately, my first one had a broken movement inside and would not read reliably. The replacement is perfect. This is a very useful tool if you often need to work with relative angles or to find level.",5.0,First one was broken but the second one was fine,B0054RJ7VC,AW07NZ2EGA8PP,Positive,123,670,"First one was broken but the second one was fine I am very happy with this gauge. It is super accurate and the reading is reliable. It shows 2 types of reading. One is a representationn of a bubble level. This shows absolute level. That is the level that derived from a perpendicular line to a line right down through the center of the earth. The other representation show a degree reading relative to the bubble level. This is all very useful stuff. For example, in setting up a drill press or a table saw blade. Unfortunately, my first one had a broken movement inside and would not read reliably. The replacement is perfect. This is a very useful tool if you often need to work with relative angles or to find level.",Positive,0.9655,Positive,0.19658730158730162
Rapid Air Tee Fitting: Must have fitting when designing your Rapider system,5.0,Rapid Air Tee fitting,B0015GA102,A7SVLX7YSPIBC,Positive,12,75,Rapid Air Tee fitting Rapid Air Tee Fitting: Must have fitting when designing your Rapider system,Neutral,0.0,Positive,0.5
Easy way to untwist your fuel hose. Nice solid construction.,5.0,"Works great with Apache 3/4"" Auto shutoff nozzle and Apache 3/4"" hose.",B001AH8GNU,A2N5VSJKMVUJLW,Positive,10,60,"Works great with Apache 3/4"" Auto shutoff nozzle and Apache 3/4"" hose. Easy way to untwist your fuel hose. Nice solid construction.",Positive,0.886,Positive,0.45833333333333337
"Exactly what I needed! Clear, odorless, very effective. Use only a very little, it is quite adhesive and overly large amounts will be hard to remove. It takes a drop the size of a pea, and provides plenty of hold with only that little. Don't overuse. I ordered three and at the rate I am using it, these will last a very long time! I am very satisfied with this product, Great value for the money!",5.0,"adhesive gel, works well, clear and odorless.",B0011YY9YM,A314BNDUWIMMEI,Positive,76,397,"adhesive gel, works well, clear and odorless. Exactly what I needed! Clear, odorless, very effective. Use only a very little, it is quite adhesive and overly large amounts will be hard to remove. It takes a drop the size of a pea, and provides plenty of hold with only that little. Don't overuse. I ordered three and at the rate I am using it, these will last a very long time! I am very satisfied with this product, Great value for the money!",Positive,0.9563,Positive,0.16804421768707484
Works well and is priced right. Would buy again!!,4.0,Four Stars,B000XETXWE,A1M06PAGKKK6LU,Positive,9,49,Four Stars Works well and is priced right. Would buy again!!,Positive,0.3987,Positive,0.4464285714285714
OK,5.0,Five Stars,B001IGDF7A,A24E1TR7NOOBB8,Positive,1,2,Five Stars OK,Positive,0.4466,Positive,0.5
"Filter aid works, personally I'd like it better if it was a bit more flexible. It does work fine and as long as it does not harden with age should out last me.",4.0,Rubber filter aid for filtration flask,B0018S0WBK,A3956OMV6M3YUQ,Positive,33,159,"Rubber filter aid for filtration flask Filter aid works, personally I'd like it better if it was a bit more flexible. It does work fine and as long as it does not harden with age should out last me.",Positive,0.8122,Positive,0.22777777777777777
"I USE THESE FOR DIY E JUICE. THEY ARE LISTED AS FOR INDUSTRIAL USE. WORK JUST FINE. IF YOU SPEND EXTRA MONEY ON STERILE ONES, THEY ARE NOT STERILE AFTER YOU USE IT THE FIRST TIME. I KEEP ALL MY STUFF CLEAN, AND CLEAN AS I GO. MAKE SURE TO DOUBLE CHECK THE LUER LOCK NEEDLE BEFORE YOU USE IT. MINE ON THE FIRST ONE I OPENED, FELL IN A BOTTLE. NO PROBLEM, JUST POURED THE LIQUID INTO A BEAKER AND CAUGHT IT ON THE WAY OUT. ONE NOTE, IF YOU ARE DOING MENTHOL, MENTHOL COMES FROM EUCALYPTUS. MENTHOL FLAVORING CRYSTALIZES ON CERTAIN PLASTICS, NOT ALL. IT DOES CRYSTALIZE ON THESE, SO YOU CAN NOT USE THE SYRINGE OVER AND OVER EVEN IF YOU WASH THE HECK OUT OF IT. YOU JUST HAVE TO FIND A GOOD SYRINGE BY TRIAL AND ERROR FOR MENTHOL. I FOUND ONE IN THE KITCHEN DRAWER THAT WORKS. IT WAS FROM THE PHARMACY, ONE THEY GIVE OUT FOR KIDS MEDS. WORKS GREAT. JUST WANTED TO SHARE WITH ANY FELLOW E JUICE DIY'ERS. THESE ARE GREAT SYRINGES, AND THE QUALITY HAS NOTHING TO DO WITH THE MENTHOL ISSUE.",5.0,WORK JUST FINE. IF YOU SPEND EXTRA MONEY ON STERILE ONES,B00DXPRTHG,AWFRP56DMDAP2,Positive,192,983,"WORK JUST FINE. IF YOU SPEND EXTRA MONEY ON STERILE ONES I USE THESE FOR DIY E JUICE. THEY ARE LISTED AS FOR INDUSTRIAL USE. WORK JUST FINE. IF YOU SPEND EXTRA MONEY ON STERILE ONES, THEY ARE NOT STERILE AFTER YOU USE IT THE FIRST TIME. I KEEP ALL MY STUFF CLEAN, AND CLEAN AS I GO. MAKE SURE TO DOUBLE CHECK THE LUER LOCK NEEDLE BEFORE YOU USE IT. MINE ON THE FIRST ONE I OPENED, FELL IN A BOTTLE. NO PROBLEM, JUST POURED THE LIQUID INTO A BEAKER AND CAUGHT IT ON THE WAY OUT. ONE NOTE, IF YOU ARE DOING MENTHOL, MENTHOL COMES FROM EUCALYPTUS. MENTHOL FLAVORING CRYSTALIZES ON CERTAIN PLASTICS, NOT ALL. IT DOES CRYSTALIZE ON THESE, SO YOU CAN NOT USE THE SYRINGE OVER AND OVER EVEN IF YOU WASH THE HECK OUT OF IT. YOU JUST HAVE TO FIND A GOOD SYRINGE BY TRIAL AND ERROR FOR MENTHOL. I FOUND ONE IN THE KITCHEN DRAWER THAT WORKS. IT WAS FROM THE PHARMACY, ONE THEY GIVE OUT FOR KIDS MEDS. WORKS GREAT. JUST WANTED TO SHARE WITH ANY FELLOW E JUICE DIY'ERS. THESE ARE GREAT SYRINGES, AND THE QUALITY HAS NOTHING TO DO WITH THE MENTHOL ISSUE.",Positive,0.9728,Positive,0.3629251700680272
I would have huge problems in my projects if I did not have this wonder tool. So worth the money.,5.0,I would have huge problems in my projects if I ...,B002LL0BIC,AEVIVT8SACH32,Positive,20,97,I would have huge problems in my projects if I ... I would have huge problems in my projects if I did not have this wonder tool. So worth the money.,Positive,0.1757,Positive,0.36666666666666664
"This filament is awesome, layer adhesion is great, prints really smooth. Must buy again..",5.0,Great color.,B00ME76OHA,ANJAY1L7SGLVT,Positive,14,89,"Great color. This filament is awesome, layer adhesion is great, prints really smooth. Must buy again..",Positive,0.9231,Positive,0.75
buen producto,5.0,Five Stars,B003NRF052,AJKGD52I9DGCN,Positive,2,13,Five Stars buen producto,Neutral,0.0,Neutral,0.0
High quality stuff. 5 stars.,5.0,Five Stars,B00J0H6NNM,A3PNPZXK40KBVA,Positive,5,28,Five Stars High quality stuff. 5 stars.,Neutral,0.0,Positive,0.16
Typical DeWalt high quality. Works very well,5.0,Great quality,B00004RH8J,A2HAW2PYNOU5XT,Positive,7,44,Great quality Typical DeWalt high quality. Works very well,Positive,0.7574,Positive,0.24833333333333335
